algorithm,sampleSize,rep,seed,shd_before,adjPrec_before,adjRec_before,adjF1_before,arrPrec_before,arrRec_before,arrF1_before,edges_before,violations_before,modelP_before,shd_after,adjPrec_after,adjRec_after,adjF1_after,arrPrec_after,arrRec_after,arrF1_after,edges_after,violations_after,modelP_after,delta_shd,delta_violations,delta_modelP
FGES,500,83,82500,6.000000,NA,0.000000,0.000000,0.000000,0.000000,0.000000,9,0,0.908976,6.000000,NA,0.000000,0.000000,0.000000,0.000000,0.000000,9,0,0.908976,0.000000,0,-0.000000
BOSS,500,83,82500,6.000000,NA,0.000000,0.000000,0.000000,0.000000,0.000000,9,0,0.908976,6.000000,NA,0.000000,0.000000,0.000000,0.000000,0.000000,9,0,0.908976,0.000000,0,0.000000
PC,500,84,83500,10.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12,21,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,16,0,0.411566,-8.000000,-21,0.411565
FGES,500,84,83500,3.000000,NA,0.000000,0.000000,0.000000,0.000000,0.000000,14,5,0.209442,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,16,0,0.411566,-1.000000,-5,0.202124
BOSS,500,84,83500,1.000000,NA,0.000000,0.000000,0.000000,0.000000,0.000000,14,3,0.209442,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,16,0,0.411566,1.000000,-3,0.202124
PC,500,85,84500,13.000000,NA,0.000000,0.000000,0.000000,0.000000,0.000000,11,8,0.000008,11.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,14,0,0.974184,-2.000000,-8,0.974177
FGES,500,85,84500,7.000000,NA,0.000000,0.000000,0.000000,0.000000,0.000000,11,5,0.086212,11.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,17,0,0.877884,4.000000,-5,0.791671
BOSS,500,85,84500,7.000000,NA,0.000000,0.000000,0.000000,0.000000,0.000000,11,5,0.086212,11.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,17,0,0.877884,4.000000,-5,0.791671
PC,500,86,85500,4.000000,NA,0.000000,0.000000,0.000000,0.000000,0.000000,11,5,0.283808,5.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,14,1,0.814368,1.000000,-4,0.530560
FGES,500,86,85500,12.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,14,6,0.110048,13.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,18,0,0.635295,1.000000,-6,0.525247
BOSS,500,86,85500,6.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12,4,0.530028,7.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,15,0,0.577571,1.000000,-4,0.047543
PC,500,87,86500,9.000000,NA,0.000000,0.000000,0.000000,0.000000,0.000000,11,8,0.003267,10.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,18,0,0.827306,1.000000,-8,0.824039
FGES,500,87,86500,10.000000,NA,0.000000,0.000000,0.000000,0.000000,0.000000,11,6,0.098709,11.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,15,0,0.390949,1.000000,-6,0.292241
BOSS,500,87,86500,5.000000,NA,0.000000,0.000000,0.000000,0.000000,0.000000,11,8,0.048394,8.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,16,1,0.729413,3.000000,-7,0.681019
PC,500,88,87500,10.000000,NA,0.000000,0.000000,0.000000,0.000000,0.000000,10,6,0.192972,11.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,13,2,0.026630,1.000000,-4,-0.166342
FGES,500,88,87500,12.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,16,0,0.021130,12.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,16,0,0.033019,0.000000,0,0.011889
BOSS,500,88,87500,4.000000,NA,0.000000,0.000000,0.000000,0.000000,0.000000,12,3,0.128803,6.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,14,0,0.392086,2.000000,-3,0.263284
PC,500,89,88500,10.000000,NA,0.000000,0.000000,0.000000,0.000000,0.000000,11,4,0.546554,10.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,14,0,0.113792,0.000000,-4,-0.432762
FGES,500,89,88500,11.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12,2,0.651835,10.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,14,0,0.113792,-1.000000,-2,-0.538043
BOSS,500,89,88500,4.000000,NA,0.000000,0.000000,0.000000,0.000000,0.000000,12,1,0.624407,6.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,13,0,0.171320,2.000000,-1,-0.453087
PC,500,90,89500,7.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11,5,0.077652,10.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,14,1,0.536472,3.000000,-4,0.458820
FGES,500,90,89500,13.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,15,4,0.223158,12.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,15,0,0.301417,-1.000000,-4,0.078259
BOSS,500,90,89500,5.000000,NA,0.000000,0.000000,0.000000,0.000000,0.000000,11,3,0.341620,7.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,14,0,0.164634,2.000000,-3,-0.176986
PC,500,91,90500,7.000000,NA,0.000000,0.000000,0.000000,0.000000,0.000000,9,5,0.672528,8.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,10,4,0.826563,1.000000,-1,0.154035
FGES,500,91,90500,5.000000,NA,0.000000,0.000000,0.000000,0.000000,0.000000,10,3,0.686547,5.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12,1,0.843399,0.000000,-2,0.156852
BOSS,500,91,90500,5.000000,NA,0.000000,0.000000,0.000000,0.000000,0.000000,10,3,0.686547,5.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12,1,0.843399,0.000000,-2,0.156852
PC,500,92,91500,3.000000,NA,0.000000,0.000000,0.000000,0.000000,0.000000,12,11,0.012109,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,15,0,0.543925,-1.000000,-11,0.531817
FGES,500,92,91500,14.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,15,3,0.410634,11.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,17,0,0.894165,-3.000000,-3,0.483531
BOSS,500,92,91500,1.000000,NA,0.000000,0.000000,0.000000,0.000000,0.000000,14,1,0.427884,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,15,0,0.543925,1.000000,-1,0.116041
PC,500,93,92500,9.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11,4,0.013862,5.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,15,0,0.860870,-4.000000,-4,0.847008
FGES,500,93,92500,9.000000,NA,0.000000,0.000000,0.000000,0.000000,0.000000,11,4,0.345230,12.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,14,1,0.994118,3.000000,-3,0.648888
BOSS,500,93,92500,9.000000,NA,0.000000,0.000000,0.000000,0.000000,0.000000,11,4,0.345230,12.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,14,1,0.994118,3.000000,-3,0.648888
PC,500,94,93500,8.000000,NA,0.000000,0.000000,0.000000,0.000000,0.000000,13,3,0.029070,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,16,0,0.000820,-7.000000,-3,-0.028250
FGES,500,94,93500,9.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,14,3,0.269972,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,16,0,0.000820,-8.000000,-3,-0.269152
BOSS,500,94,93500,2.000000,NA,0.000000,0.000000,0.000000,0.000000,0.000000,13,4,0.057525,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,16,0,0.000820,-1.000000,-4,-0.056705
PC,500,95,94500,14.000000,NA,0.000000,0.000000,0.000000,0.000000,0.000000,9,11,0.000303,10.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,14,1,0.992489,-4.000000,-10,0.992186
FGES,500,95,94500,9.000000,NA,0.000000,0.000000,0.000000,0.000000,0.000000,10,8,0.022434,12.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,14,1,0.972831,3.000000,-7,0.950397
BOSS,500,95,94500,9.000000,NA,0.000000,0.000000,0.000000,0.000000,0.000000,10,8,0.022434,12.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,14,1,0.972831,3.000000,-7,0.950397
PC,500,96,95500,9.000000,NA,0.000000,0.000000,0.000000,0.000000,0.000000,8,2,0.156159,10.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,10,0,0.649857,1.000000,-2,0.493698
FGES,500,96,95500,9.000000,NA,0.000000,0.000000,0.000000,0.000000,0.000000,8,2,0.156159,10.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,10,0,0.649857,1.000000,-2,0.493698
BOSS,500,96,95500,9.000000,NA,0.000000,0.000000,0.000000,0.000000,0.000000,8,2,0.156159,10.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,10,0,0.649857,1.000000,-2,0.493698
PC,500,97,96500,6.000000,NA,0.000000,0.000000,0.000000,0.000000,0.000000,11,6,0.000492,6.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,14,0,0.809069,0.000000,-6,0.808577
FGES,500,97,96500,3.000000,NA,0.000000,0.000000,0.000000,0.000000,0.000000,12,2,0.631620,5.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,14,0,0.989629,2.000000,-2,0.358009
BOSS,500,97,96500,3.000000,NA,0.000000,0.000000,0.000000,0.000000,0.000000,12,2,0.631620,5.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,14,0,0.989629,2.000000,-2,0.358009
PC,500,98,97500,8.000000,NA,0.000000,0.000000,0.000000,0.000000,0.000000,13,24,0.000000,1.000000,NA,0.000000,0.000000,0.000000,0.000000,0.000000,14,1,0.004139,-7.000000,-23,0.004139
FGES,500,98,97500,7.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,17,0,0.000600,9.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,16,0,0.016111,2.000000,0,0.015511
BOSS,500,98,97500,1.000000,NA,0.000000,0.000000,0.000000,0.000000,0.000000,14,1,0.004139,1.000000,NA,0.000000,0.000000,0.000000,0.000000,0.000000,14,1,0.004139,0.000000,0,-0.000000
PC,500,99,98500,8.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12,11,0.023369,7.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,17,0,0.684079,-1.000000,-11,0.660710
FGES,500,99,98500,12.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,16,5,0.010000,5.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,17,0,0.446115,-7.000000,-5,0.436115
BOSS,500,99,98500,1.000000,NA,0.000000,0.000000,0.000000,0.000000,0.000000,14,3,0.943846,4.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,16,0,0.351528,3.000000,-3,-0.592318
PC,500,100,99500,11.000000,NA,0.000000,0.000000,0.000000,0.000000,0.000000,11,4,0.857310,13.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,13,0,0.719784,2.000000,-4,-0.137527
FGES,500,100,99500,9.000000,NA,0.000000,0.000000,0.000000,0.000000,0.000000,11,3,0.232520,9.000000,NA,0.000000,0.000000,0.000000,0.000000,0.000000,12,0,0.832928,0.000000,-3,0.600409
BOSS,500,100,99500,10.000000,NA,0.000000,0.000000,0.000000,0.000000,0.000000,11,1,0.609966,9.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12,0,0.568288,-1.000000,-1,-0.041678
PC,2000,1,2000,6.000000,NA,0.000000,0.000000,0.000000,0.000000,0.000000,10,5,0.139432,4.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,14,0,0.042244,-2.000000,-5,-0.097188
FGES,2000,1,2000,6.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12,3,0.146150,4.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,14,0,0.042244,-2.000000,-3,-0.103906
BOSS,2000,1,2000,3.000000,NA,0.000000,0.000000,0.000000,0.000000,0.000000,12,2,0.164010,4.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,14,0,0.042244,1.000000,-2,-0.121766
PC,2000,2,3000,3.000000,NA,0.000000,0.000000,0.000000,0.000000,0.000000,14,1,0.889591,4.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,15,0,0.919261,1.000000,-1,0.029670
FGES,2000,2,3000,3.000000,NA,0.000000,0.000000,0.000000,0.000000,0.000000,13,5,0.745750,4.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,15,0,0.919261,1.000000,-5,0.173511
BOSS,2000,2,3000,3.000000,NA,0.000000,0.000000,0.000000,0.000000,0.000000,13,5,0.745750,4.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,15,0,0.919261,1.000000,-5,0.173511
PC,2000,3,4000,3.000000,NA,0.000000,0.000000,0.000000,0.000000,0.000000,13,1,0.230668,4.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,14,0,0.197261,1.000000,-1,-0.033407
FGES,2000,3,4000,3.000000,NA,0.000000,0.000000,0.000000,0.000000,0.000000,13,1,0.230668,4.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,14,0,0.197261,1.000000,-1,-0.033407
BOSS,2000,3,4000,3.000000,NA,0.000000,0.000000,0.000000,0.000000,0.000000,13,1,0.230668,4.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,14,0,0.197261,1.000000,-1,-0.033407
PC,2000,4,5000,1.000000,NA,0.000000,0.000000,0.000000,0.000000,0.000000,14,5,0.153322,0.000000,NA,0.000000,0.000000,0.000000,0.000000,0.000000,15,0,0.604980,-1.000000,-5,0.451658
FGES,2000,4,5000,0.000000,NA,0.000000,0.000000,0.000000,0.000000,0.000000,15,0,0.604980,0.000000,NA,0.000000,0.000000,0.000000,0.000000,0.000000,15,0,0.604980,0.000000,0,0.000000
BOSS,2000,4,5000,0.000000,NA,0.000000,0.000000,0.000000,0.000000,0.000000,15,0,0.604980,0.000000,NA,0.000000,0.000000,0.000000,0.000000,0.000000,15,0,0.604980,0.000000,0,0.000000
PC,2000,5,6000,9.000000,NA,0.000000,0.000000,0.000000,0.000000,0.000000,9,5,0.001169,10.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12,1,0.089819,1.000000,-4,0.088649
FGES,2000,5,6000,7.000000,NA,0.000000,0.000000,0.000000,0.000000,0.000000,10,5,0.000529,9.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,14,0,0.312767,2.000000,-5,0.312238
BOSS,2000,5,6000,7.000000,NA,0.000000,0.000000,0.000000,0.000000,0.000000,10,5,0.000529,9.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,14,0,0.312767,2.000000,-5,0.312238
PC,2000,6,7000,13.000000,NA,0.000000,0.000000,0.000000,0.000000,0.000000,12,20,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,15,0,0.887137,-11.000000,-20,0.887137
FGES,2000,6,7000,8.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,15,5,0.519662,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,15,0,0.932886,-6.000000,-5,0.413224
BOSS,2000,6,7000,4.000000,NA,0.000000,0.000000,0.000000,0.000000,0.000000,13,2,0.788515,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,15,0,0.887137,-2.000000,-2,0.098622
PC,2000,7,8000,6.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,14,18,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,16,0,0.481040,-5.000000,-18,0.481040
FGES,2000,7,8000,13.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,19,4,0.937721,14.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,22,0,0.549713,1.000000,-4,-0.388008
BOSS,2000,7,8000,0.000000,NA,0.000000,0.000000,0.000000,0.000000,0.000000,15,2,0.807386,3.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,18,0,0.681075,3.000000,-2,-0.126311
PC,2000,8,9000,8.000000,NA,0.000000,0.000000,0.000000,0.000000,0.000000,13,10,0.034385,4.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,14,0,0.665461,-4.000000,-10,0.631076
FGES,2000,8,9000,2.000000,NA,0.000000,0.000000,0.000000,0.000000,0.000000,14,0,0.743114,4.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,14,0,0.665461,2.000000,0,-0.077653
BOSS,2000,8,9000,2.000000,NA,0.000000,0.000000,0.000000,0.000000,0.000000,14,0,0.743114,4.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,14,0,0.665461,2.000000,0,-0.077653
PC,2000,9,10000,3.000000,NA,0.000000,0.000000,0.000000,0.000000,0.000000,13,8,0.002855,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,16,0,0.046202,-2.000000,-8,0.043346
FGES,2000,9,10000,1.000000,NA,0.000000,0.000000,0.000000,0.000000,0.000000,14,4,0.541786,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,16,0,0.046202,0.000000,-4,-0.495584
BOSS,2000,9,10000,1.000000,NA,0.000000,0.000000,0.000000,0.000000,0.000000,14,4,0.541786,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,16,0,0.046202,0.000000,-4,-0.495584
PC,2000,10,11000,12.000000,NA,0.000000,0.000000,0.000000,0.000000,0.000000,13,19,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,16,0,0.349429,-11.000000,-19,0.349429
FGES,2000,10,11000,10.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,16,2,0.617975,14.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,18,0,0.901115,4.000000,-2,0.283140
BOSS,2000,10,11000,5.000000,NA,0.000000,0.000000,0.000000,0.000000,0.000000,14,3,0.167157,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,16,0,0.349429,-4.000000,-3,0.182271
PC,2000,11,12000,1.000000,NA,0.000000,0.000000,0.000000,0.000000,0.000000,14,6,0.033069,3.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,16,3,0.685147,2.000000,-3,0.652078
FGES,2000,11,12000,6.000000,NA,0.000000,0.000000,0.000000,0.000000,0.000000,14,3,0.391543,4.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,16,0,0.434806,-2.000000,-3,0.043264
BOSS,2000,11,12000,3.000000,NA,0.000000,0.000000,0.000000,0.000000,0.000000,14,3,0.223564,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,17,0,0.465070,-1.000000,-3,0.241505
PC,2000,12,13000,7.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,13,11,0.009514,3.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,16,0,0.038799,-4.000000,-11,0.029285
FGES,2000,12,13000,14.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,19,2,0.508595,15.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,18,0,0.044561,1.000000,-2,-0.464035
BOSS,2000,12,13000,1.000000,NA,0.000000,0.000000,0.000000,0.000000,0.000000,14,1,0.038107,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,15,0,0.051340,1.000000,-1,0.013233
PC,2000,13,14000,8.000000,NA,0.000000,0.000000,0.000000,0.000000,0.000000,13,4,0.340900,6.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,13,1,0.239648,-2.000000,-3,-0.101252
FGES,2000,13,14000,6.000000,NA,0.000000,0.000000,0.000000,0.000000,0.000000,11,5,0.572616,6.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,16,0,0.161083,0.000000,-5,-0.411533
BOSS,2000,13,14000,6.000000,NA,0.000000,0.000000,0.000000,0.000000,0.000000,11,5,0.572616,6.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,16,0,0.161083,0.000000,-5,-0.411533
PC,2000,14,15000,8.000000,NA,0.000000,0.000000,0.000000,0.000000,0.000000,14,14,0.000163,7.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,17,0,0.847364,-1.000000,-14,0.847201
FGES,2000,14,15000,16.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,19,7,0.033163,7.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,17,0,0.847364,-9.000000,-7,0.814201
BOSS,2000,14,15000,2.000000,NA,0.000000,0.000000,0.000000,0.000000,0.000000,13,3,0.793569,2.000000,NA,0.000000,0.000000,0.000000,0.000000,0.000000,13,3,0.793569,0.000000,0,0.000000
PC,2000,15,16000,8.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,14,8,0.146587,11.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,17,0,0.632736,3.000000,-8,0.486149
FGES,2000,15,16000,4.000000,NA,0.000000,0.000000,0.000000,0.000000,0.000000,13,6,0.051323,8.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,17,0,0.649492,4.000000,-6,0.598169
BOSS,2000,15,16000,4.000000,NA,0.000000,0.000000,0.000000,0.000000,0.000000,13,6,0.051323,8.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,17,0,0.649492,4.000000,-6,0.598169
PC,2000,16,17000,3.000000,NA,0.000000,0.000000,0.000000,0.000000,0.000000,12,4,0.702894,3.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,14,0,0.852469,0.000000,-4,0.149575
FGES,2000,16,17000,13.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,17,2,0.489540,19.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,16,0,0.148055,6.000000,-2,-0.341485
BOSS,2000,16,17000,2.000000,NA,0.000000,0.000000,0.000000,0.000000,0.000000,13,2,0.615622,3.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,14,0,0.852469,1.000000,-2,0.236847
PC,2000,17,18000,3.000000,NA,0.000000,0.000000,0.000000,0.000000,0.000000,12,8,0.008726,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,15,0,0.147260,-1.000000,-8,0.138534
FGES,2000,17,18000,1.000000,NA,0.000000,0.000000,0.000000,0.000000,0.000000,14,1,0.533912,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,15,0,0.147260,1.000000,-1,-0.386653
BOSS,2000,17,18000,1.000000,NA,0.000000,0.000000,0.000000,0.000000,0.000000,14,1,0.533912,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,15,0,0.147260,1.000000,-1,-0.386653
